State,County,ZIP,Target Home Value Range,Estimated Population,Estimated Lead Volume,Priority,Reason,Suggested Lead Pull Criteria
FL,Clearwater Zip Market,33764,$160k-$339k,156.0,156.0,Medium,"Within the configured 45-minute drive market for Tampa; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Fort Lauderdale Zip Market,33351,$165k-$348k,142.0,142.0,Medium,"Within the configured 45-minute drive market for Fort Lauderdale; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,North Palm Beach Zip Market,33408,$426k-$550k,311.0,311.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33181,$173k-$364k,284.0,284.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Sarasota Zip Market,34235,$154k-$326k,135.0,135.0,Medium,"Within the configured 45-minute drive market for Sarasota; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Beach Zip Market,33141,$287k-$550k,567.0,567.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Orlando Zip Market,32839,$130k-$181k,148.0,148.0,Medium,"Within the configured 45-minute drive market for Orlando; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Alva Zip Market,33920,$227k-$479k,143.0,143.0,Medium,"Within the configured 45-minute drive market for Fort Myers; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Fort Myers Zip Market,33901,$174k-$367k,185.0,185.0,Medium,"Within the configured 45-minute drive market for Fort Myers; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Punta Gorda Zip Market,33980,$158k-$333k,153.0,153.0,Medium,"Within the configured 45-minute drive market for Fort Myers; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Orlando Zip Market,32827,$463k-$550k,197.0,197.0,Medium,"Within the configured 45-minute drive market for Orlando; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33161,$267k-$550k,207.0,207.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,North Miami Beach Zip Market,33160,$322k-$550k,1793.0,1793.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Fort Lauderdale Zip Market,33323,$281k-$550k,140.0,140.0,Medium,"Within the configured 45-minute drive market for Fort Lauderdale; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Wellington Zip Market,33414,$443k-$550k,400.0,400.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33132,$342k-$550k,740.0,740.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,West Palm Beach Zip Market,33409,$130k-$266k,142.0,142.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Tampa Zip Market,33629,$939k-$550k,180.0,180.0,Medium,"Within the configured 45-minute drive market for Tampa; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Winter Park Zip Market,32789,$688k-$550k,178.0,178.0,Medium,"Within the configured 45-minute drive market for Orlando; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33157,$399k-$550k,245.0,245.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,West Palm Beach Zip Market,33404,$345k-$550k,345.0,345.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Fort Lauderdale Zip Market,33315,$321k-$550k,167.0,167.0,Medium,"Within the configured 45-minute drive market for Fort Lauderdale; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Delray Beach Zip Market,33483,$747k-$550k,207.0,207.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Hobe Sound Zip Market,33455,$371k-$550k,157.0,157.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33156,"$1,574k-$550k",285.0,285.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Boca Raton Zip Market,33432,$727k-$550k,347.0,347.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Fort Lauderdale Zip Market,33304,$414k-$550k,488.0,488.0,Medium,"Within the configured 45-minute drive market for Fort Lauderdale; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Clearwater Beach Zip Market,33767,$453k-$550k,368.0,368.0,Medium,"Within the configured 45-minute drive market for Tampa; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33137,$426k-$550k,572.0,572.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Boca Raton Zip Market,33431,$405k-$550k,135.0,135.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Fort Myers Beach Zip Market,33931,$392k-$550k,457.0,457.0,Medium,"Within the configured 45-minute drive market for Fort Myers; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Fort Lauderdale Zip Market,33301,$693k-$550k,354.0,354.0,Medium,"Within the configured 45-minute drive market for Fort Lauderdale; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Sarasota Zip Market,34239,$688k-$550k,183.0,183.0,Medium,"Within the configured 45-minute drive market for Sarasota; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Beach Zip Market,33154,$936k-$550k,439.0,439.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33143,$696k-$550k,182.0,182.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Jupiter Zip Market,33477,$441k-$550k,237.0,237.0,Medium,"Within the configured 45-minute drive market for West Palm Beach; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Placida Zip Market,33946,$348k-$550k,200.0,200.0,Medium,"Within the configured 45-minute drive market for Fort Myers; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Fort Lauderdale Zip Market,33305,$534k-$550k,205.0,205.0,Medium,"Within the configured 45-minute drive market for Fort Lauderdale; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Tampa Zip Market,33602,$444k-$550k,190.0,190.0,Medium,"Within the configured 45-minute drive market for Tampa; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Marathon Zip Market,33050,$611k-$550k,255.0,255.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Bradenton Beach Zip Market,34217,$746k-$550k,235.0,235.0,Medium,"Within the configured 45-minute drive market for Sarasota; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33145,$457k-$550k,141.0,141.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
FL,Miami Zip Market,33127,$479k-$550k,136.0,136.0,Medium,"Within the configured 45-minute drive market for Miami; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Riverdale Zip Market,30274,$139k-$302k,104.0,104.0,High,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Thomson Zip Market,30824,$173k-$375k,86.0,86.0,High,"Within the configured 45-minute drive market for Augusta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Gray Zip Market,31032,$203k-$439k,34.0,34.0,High,"Within the configured 45-minute drive market for Macon; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30354,$196k-$424k,115.0,115.0,High,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30319,$394k-$450k,234.0,234.0,High,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Macon Zip Market,31211,$145k-$314k,78.0,78.0,Medium,"Within the configured 45-minute drive market for Macon; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Fort Valley Zip Market,31030,$114k-$247k,53.0,53.0,Medium,"Within the configured 45-minute drive market for Macon; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30341,$308k-$450k,100.0,100.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Forest Park Zip Market,30297,$128k-$276k,78.0,78.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Senoia Zip Market,30276,$360k-$450k,126.0,126.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Winston Zip Market,30187,$247k-$450k,74.0,74.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Eatonton Zip Market,31024,$347k-$450k,279.0,279.0,Medium,"Within the configured 45-minute drive market for Macon; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Conley Zip Market,30288,$141k-$305k,35.0,35.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30342,$502k-$450k,137.0,137.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30337,$236k-$450k,62.0,62.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30327,"$1,290k-$450k",147.0,147.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30307,$377k-$450k,95.0,95.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Ball Ground Zip Market,30107,$411k-$450k,155.0,155.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30326,$267k-$450k,114.0,114.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Townsend Zip Market,31331,$276k-$450k,85.0,85.0,Medium,"Within the configured 45-minute drive market for Savannah; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Silver Creek Zip Market,30173,$212k-$450k,29.0,29.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30317,$365k-$450k,97.0,97.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Sparta Zip Market,31087,$239k-$450k,66.0,66.0,Medium,"Within the configured 45-minute drive market for Macon; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Tallapoosa Zip Market,30176,$210k-$450k,25.0,25.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30329,$308k-$450k,59.0,59.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Scottdale Zip Market,30079,$285k-$450k,30.0,30.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Macon Zip Market,31201,$100k-$188k,45.0,45.0,Medium,"Within the configured 45-minute drive market for Macon; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Pembroke Zip Market,31321,$223k-$450k,28.0,28.0,Medium,"Within the configured 45-minute drive market for Savannah; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Williamson Zip Market,30292,$315k-$450k,48.0,48.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Oxford Zip Market,30054,$285k-$450k,61.0,61.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Savannah Zip Market,31408,$173k-$375k,29.0,29.0,Medium,"Within the configured 45-minute drive market for Savannah; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Eastman Zip Market,31023,$109k-$236k,37.0,37.0,Medium,"Within the configured 45-minute drive market for Macon; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Talking Rock Zip Market,30175,$342k-$450k,71.0,71.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Columbus Zip Market,31901,$233k-$450k,33.0,33.0,Medium,"Within the configured 45-minute drive market for Columbus; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Atlanta Zip Market,30313,$180k-$390k,33.0,33.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,White Zip Market,30184,$316k-$450k,31.0,31.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Tyrone Zip Market,30290,$346k-$450k,51.0,51.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Rydal Zip Market,30171,$435k-$450k,30.0,30.0,Medium,"Within the configured 45-minute drive market for Atlanta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
GA,Lincolnton Zip Market,30817,$357k-$450k,35.0,35.0,Medium,"Within the configured 45-minute drive market for Augusta; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Mason Zip Market,48854,$150k-$350k,28.0,28.0,High,"Within the configured 45-minute drive market for Lansing; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Dowagiac Zip Market,49047,$162k-$350k,44.0,44.0,High,"Within the configured 45-minute drive market for Grand Rapids; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Fort Gratiot Zip Market,48059,$160k-$350k,30.0,30.0,High,"Within the configured 45-minute drive market for Detroit; dense residential inventory; strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
